Numero do pedido;Data do pedido;Data de Entrega;Nome do produto;Valor produto;Tipo de pagamento;Nome do cliente;Nome da cidade;Nome do estado;Urgente
499;01/05/2009 02:42;01/05/2009 02:42;Shuriken;1200;Selecione;Rich;Ingelheim-Mitte;Rhineland-Palatinate;True
500;01/02/2009 09:16;01/02/2009 09:16;Shuriken;1200;Selecione;Kayla;Leamington Spa;England;True
501;01/02/2009 14:18;01/02/2009 14:18;Kunai;1200;Selecione;Richard and Comfort;Regensdorf;Zurich;True
502;01/04/2009 01:05;01/04/2009 01:05;Kunai;1200;Selecione;Eric;Melbourne;Victoria;True
503;01/05/2009 11:37;01/05/2009 11:37;Shuriken;1200;Selecione;Melissa;Geneve;Geneve;True
504;01/02/2009 07:35;01/02/2009 07:35;Kunai;1200;Selecione;Dawn;Vaucluse;New South Wales;True
505;01/06/2009 12:56;01/06/2009 12:56;Shuriken;1200;Selecione;Tamara;Klosterneuburg;Lower Austria;True
506;01/01/2009 11:05;01/01/2009 11:05;Shuriken;1200;Selecione;Ashley;Rancho Cordova              ;CA;True
507;01/05/2009 04:10;01/05/2009 04:10;Kunai;1200;Selecione;familly ;Creemore;Ontario;True
508;01/06/2009 07:18;01/06/2009 07:18;Kunai;1200;Selecione;Ken;Sidcup;England;True
509;01/02/2009 01:11;01/02/2009 01:11;Shuriken;1200;Selecione;Tori;Minneapolis                 ;MN;True
510;01/01/2009 02:24;01/01/2009 02:24;Kunai;1200;Selecione;Precious;Edmonton;Alberta;True
511;01/07/2009 08:08;01/07/2009 08:08;Shuriken;1200;Selecione;Michelle;Lyndoch;South Australia;True
512;01/02/2009 02:57;01/02/2009 02:57;Shuriken;1200;Selecione;Paula;Larchmont                   ;NY;True
513;01/01/2009 20:21;01/01/2009 20:21;Kunai;1200;Selecione;Stephanie;Saint Charles               ;IL;True
514;01/08/2009 00:42;01/08/2009 00:42;Kunai;1200;Selecione;kemp;Brentwood                   ;TN;True
515;01/08/2009 03:56;01/08/2009 03:56;Shuriken;1200;Selecione;Mona;Kelowna;British Columbia;True
516;01/08/2009 03:16;01/08/2009 03:16;Kunai;1200;Selecione;Caroline;Toronto;Ontario;True
517;01/08/2009 01:59;01/08/2009 01:59;Shuriken;1200;Selecione;Andrea;Brondby Strand;Kobenhavn;True
518;01/03/2009 09:03;01/03/2009 09:03;Shuriken;1200;Selecione;Pilar;Florence;Tuscany;True
519;01/05/2009 13:17;01/05/2009 13:17;Kunai;1200;Selecione;Lisa;Perth;Western Australia;True
520;01/06/2009 07:46;01/06/2009 07:46;Kunai;1200;Selecione;A;Saint Petersburg            ;FL;True
521;01/08/2009 16:24;01/08/2009 16:24;Shuriken;1200;Selecione;Yvette;Aubonne;Vaud;True
522;01/09/2009 06:39;01/09/2009 06:39;Kunai;1200;Selecione;Nicole;Mc Lean                     ;VA;True
523;01/07/2009 07:44;01/07/2009 07:44;Shuriken;1200;Selecione;Kelly;Hendersonville              ;TN;True
524;01/03/2009 13:24;01/03/2009 13:24;Shuriken;1200;Selecione;Samantha;Watford;England;True
525;01/07/2009 20:15;01/07/2009 20:15;Kunai;1200;Selecione;Caterina;Amsterdam;Noord-Holland;True
526;01/09/2009 15:58;01/09/2009 15:58;Kunai;1200;Selecione;Kate;Rochester Hills             ;MI;True
527;01/03/2009 13:11;01/03/2009 13:11;Shuriken;1200;Selecione;Tina;Anglesea;Victoria;True
528;01/10/2009 12:57;01/10/2009 12:57;Kunai;1200;Selecione;Emily;Killarney;New Providence;True
529;01/10/2009 14:43;01/10/2009 14:43;Shuriken;1200;Selecione;Maricel;Malibu                      ;CA;True
530;01/10/2009 12:05;01/10/2009 12:05;Shuriken;1200;Selecione;Patricia;Allen                       ;TX;True
531;01/06/2009 01:20;01/06/2009 01:20;Kunai;1200;Selecione;steve;Evires;Rhone-Alpes;True
532;01/10/2009 14:56;01/10/2009 14:56;Kunai;1200;Selecione;Darrah;Den Haag;Zuid-Holland;True
533;01/07/2009 10:01;01/07/2009 10:01;Shuriken;1200;Selecione;Sara;Perth City;Western Australia;True
534;01/01/2009 01:26;01/01/2009 01:26;Kunai;1200;Selecione;Erika;Redruth;England;True
535;01/11/2009 02:04;01/11/2009 02:04;Shuriken;1200;Selecione;Audrey;Bruxelles;Brussels (Bruxelles);True
536;01/11/2009 14:17;01/11/2009 14:17;Shuriken;1200;Selecione;Louise;London;England;True
537;01/10/2009 21:38;01/10/2009 21:38;Kunai;1200;Selecione;Karen;Montreal;Quebec;True
538;01/07/2009 06:18;01/07/2009 06:18;Kunai;1200;Selecione;Maki;Miami Beach                 ;FL;True
539;01/05/2009 00:31;01/05/2009 00:31;Shuriken;1200;Selecione;Peter;Shankill;Dublin;True
540;01/02/2009 06:07;01/02/2009 06:07;Kunai;1200;Selecione;Ashlee;Oxford;England;True
541;01/12/2009 03:25;01/12/2009 03:25;Shuriken;1200;Selecione;Anja;New York                    ;NY;True
542;01/04/2009 13:56;01/04/2009 13:56;Shuriken;1200;Selecione;Ellen Walton ;Melbourne;Victoria;True
543;01/12/2009 05:18;01/12/2009 05:18;Kunai;1200;Selecione;Jessica;Woodland Hills              ;CA;True
544;01/08/2009 15:16;01/08/2009 15:16;Kunai;1200;Selecione;Wouter and Andrea;Anchorage                   ;AK;True
545;01/11/2009 11:33;01/11/2009 11:33;Shuriken;1200;Selecione;Pam and Rob;Yorba Linda                 ;CA;True
546;01/07/2009 20:22;01/07/2009 20:22;Kunai;1200;Selecione;Elsa;Waiwera;Auckland;True
547;01/02/2009 22:00;01/02/2009 22:00;Shuriken;1200;Selecione;kathleen kane;Jamaica Plain               ;MA;True
548;01/05/2009 13:52;01/05/2009 13:52;Shuriken;1200;Selecione;Selene;Oslo;Oslo;True
549;01/08/2009 20:32;01/08/2009 20:32;Kunai;1200;Selecione;Christy;Setagaya;Tokyo;True
550;01/08/2009 13:34;01/08/2009 13:34;Kunai;1200;Selecione;Elyse;Bandon;Cork;True
551;01/11/2009 13:08;01/11/2009 13:08;Shuriken;1200;Selecione;Alexis;Ehingen an der Donau;Baden-Wurttemberg;True
552;01/12/2009 19:04;01/12/2009 19:04;Kunai;1200;Selecione;M George;Paris;Ile-de-France;True
553;01/12/2009 13:41;01/12/2009 13:41;Shuriken;1200;Selecione;cheryl;Beverly Hills               ;CA;True
554;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1200;Selecione;R;Danderyd;Stockholm;True
555;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Selecione;Cindy;Glendora                    ;CA;True
556;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Selecione;Ed;Nacka;Stockholm;True
557;01/08/2009 13:14;01/08/2009 13:14;Shuriken;1200;Selecione;Astrid;Canterbury;England;True
558;01/02/2009 11:41;01/02/2009 11:41;Kunai;1200;Selecione;Nicole;Neuchatel;Neuchatel;True
559;01/07/2009 19:50;01/07/2009 19:50;Shuriken;1200;Selecione;Maria Macarena;Billings                    ;MT;True
560;01/01/2009 20:28;01/01/2009 20:28;Shuriken;1200;Selecione;Maggie;Libertyville                ;IL;True
561;01/03/2009 15:22;01/03/2009 15:22;Kunai;1200;Selecione;Manoj;Boise                       ;ID;True
562;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Selecione;Brenda;Rock Hill                   ;SC;True
563;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Selecione;Lizelle ;Mililani                    ;HI;True
564;01/02/2009 12:18;01/02/2009 12:18;Kunai;1200;Selecione;jacqueline;North Vancouver;British Columbia;True
565;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Selecione;Martin;Ludwigsburg;Baden-Wurttemberg;True
566;01/06/2009 17:15;01/06/2009 17:15;Shuriken;1200;Selecione;Dean;Rockingham;Western Australia;True
567;01/03/2009 13:56;01/03/2009 13:56;Kunai;1200;Selecione;VERBENA;Basel;Basel-Town;True
568;01/04/2009 07:54;01/04/2009 07:54;Kunai;1200;Selecione;Angel Marie;Den Haag;Zuid-Holland;True
569;01/12/2009 07:28;01/12/2009 07:28;Shuriken;1200;Selecione;olla;Westminster                 ;CO;True
570;01/06/2009 15:15;01/06/2009 15:15;Kunai;1200;Selecione;Sarah;Plan-les-Ouattes;Geneve;True
571;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Selecione;Esther;Stocksund;Stockholm;True
572;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Selecione;amy;Stuttgart;Baden-Wurttemberg;True
573;01/06/2009 21:13;01/06/2009 21:13;Kunai;1200;Selecione;Paul;Burnaby;British Columbia;True
574;01/06/2014 20:48;01/06/2014 20:48;Kunai;1200;Selecione;Sarah;Coppell                     ;TX;True
575;01/12/2013 19:48;01/12/2013 19:48;Shuriken;1200;Selecione;Beckie ;Ladera Ranch                ;CA;True
576;01/06/2013 18:48;01/06/2013 18:48;Kunai;1200;Selecione;Maryse;Rathfarnham;Dublin;True
577;01/12/2012 17:48;01/12/2012 17:48;Shuriken;1200;Selecione;Majken;Charlottenlund;Kobenhavn;True
578;01/06/2012 16:48;01/06/2012 16:48;Shuriken;1200;Selecione;Karen and Andrew;Munchen;Bayern;True
579;01/12/2011 15:48;01/12/2011 15:48;Kunai;1200;Selecione;Katerina;Firenze;Tuscany;True
580;01/06/2011 14:48;01/06/2011 14:48;Kunai;1200;Selecione;Mary;Baile Atha Bui;Meath;True
581;01/12/2010 13:48;01/12/2010 13:48;Shuriken;1200;Selecione;Oscar;Chamonix-Mont-Blanc;Rhone-Alpes;True
582;01/06/2010 12:48;01/06/2010 12:48;Kunai;1200;Selecione;Suejean;Gingins;Vaud;True
583;01/12/2009 11:48;01/12/2009 11:48;Shuriken;1200;Selecione;ann;Boca Raton                  ;FL;True
584;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Selecione;Kirsten;Melbourne;Victoria;True
585;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Selecione;Dickson;Kemerburgaz;Istanbul;True
586;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Selecione;Howard;Worcester;England;True
587;01/06/2009 07:23;01/06/2009 07:23;Shuriken;1200;Selecione;Dana;Thurles;Tipperary;True
588;01/01/2009 05:04;01/01/2009 05:04;Kunai;1200;Selecione;Nola;Den Haag;Zuid-Holland;True
589;01/02/2009 06:17;01/02/2009 06:17;Shuriken;1200;Selecione;Elizabeth;Cos Cob                     ;CT;True
590;01/02/2009 04:53;01/02/2009 04:53;Shuriken;1200;Selecione;Matt;Leicester;England;True
591;01/02/2009 13:08;01/02/2009 13:08;Kunai;1200;Selecione;Vanessa;Cornwall;Ontario;True
592;01/03/2009 14:44;01/03/2009 14:44;Kunai;1200;Selecione;Rowena;Cork;Cork;True
593;01/04/2009 20:11;01/04/2009 20:11;Shuriken;1200;Selecione;Catherine;Mount Forest;Ontario;True
594;01/02/2009 20:09;01/02/2009 20:09;Kunai;1200;Selecione;Sarah;Ridgefield                  ;CT;True
595;01/04/2009 13:17;01/04/2009 13:17;Shuriken;1200;Selecione;sorcha;Porto Alegre;Rio Grande do Sul;True
596;01/04/2009 14:11;01/04/2009 14:11;Shuriken;1200;Selecione;sorcha;Cartierville;Quebec;True
597;01/05/2009 02:42;01/05/2009 02:42;Kunai;1200;Selecione;Mary;Stuttgart;Baden-Wurttemberg;True
598;01/02/2009 09:16;01/02/2009 09:16;Kunai;1200;Selecione;Ronja;Manhattan                   ;NY;True
599;01/02/2009 14:18;01/02/2009 14:18;Shuriken;1200;Selecione;Nicola ;Sneem;Kerry;True
600;01/04/2009 01:05;01/04/2009 01:05;Kunai;1200;Selecione;BURCAK;Alpharetta                  ;GA;True
601;01/05/2009 11:37;01/05/2009 11:37;Shuriken;1200;Selecione;isabelle;Sainte-Therese-de-Blainville;Quebec;True
602;01/02/2009 07:35;01/02/2009 07:35;Shuriken;1200;Selecione;christy;Germantown                  ;TN;True
603;01/06/2009 12:56;01/06/2009 12:56;Kunai;1200;Selecione;Lilly;Castleknock;Dublin;True
604;01/01/2009 11:05;01/01/2009 11:05;Kunai;1200;Selecione;Mandy;Hono                        ;HI;True
605;01/05/2009 04:10;01/05/2009 04:10;Shuriken;1200;Selecione;Elena;New Rochelle                ;NY;True
606;01/06/2009 07:18;01/06/2009 07:18;Kunai;1200;Selecione;Lolarae;Calgary;Alberta;True
607;01/02/2009 01:11;01/02/2009 01:11;Shuriken;1200;Selecione;Lisa;South Waterford             ;ME;True
608;01/01/2009 02:24;01/01/2009 02:24;Shuriken;1200;Selecione;Nita and Trebor;Washington Township         ;OH;True
609;01/07/2009 08:08;01/07/2009 08:08;Kunai;1200;Selecione;Jenevieve;Guelph;Ontario;True
610;01/02/2009 02:57;01/02/2009 02:57;Kunai;1200;Selecione;Damian;Mettlach;Saarland;True
611;01/01/2009 20:21;01/01/2009 20:21;Shuriken;1200;Selecione;Lusell;Oberwil;Basel-Country;True
612;01/08/2009 00:42;01/08/2009 00:42;Kunai;1200;Selecione;Costanza;Beykoz;Istanbul;True
613;01/08/2009 03:56;01/08/2009 03:56;Shuriken;1200;Selecione;Vanessa;Arc-et-Senans;Franche-Comte;True
614;01/08/2009 03:16;01/08/2009 03:16;Shuriken;1200;Selecione;Evelyn;Grossbodungen;Thuringia;True
615;01/08/2009 01:59;01/08/2009 01:59;Kunai;1200;Selecione;Nicola;Bruxelles;Brussels (Bruxelles);True
616;01/03/2009 09:03;01/03/2009 09:03;Kunai;1200;Selecione;Simone;Kilcornan;Limerick;True
617;01/05/2009 13:17;01/05/2009 13:17;Shuriken;1200;Selecione;Elisabeth;Wilmington                  ;NC;True
618;01/06/2009 07:46;01/06/2009 07:46;Kunai;1200;Selecione;Kasey;Aix-en-Provence;Provence-Alpes-Cote d'Azur;True
619;01/08/2009 16:24;01/08/2009 16:24;Shuriken;1200;Selecione;James;Edmonton;Alberta;True
620;01/09/2009 06:39;01/09/2009 06:39;Shuriken;1200;Selecione;Alyssa;Antibes;Provence-Alpes-Cote d'Azur;True
621;01/07/2009 07:44;01/07/2009 07:44;Kunai;1200;Selecione;Reto;Seattle                     ;WA;True
622;01/03/2009 13:24;01/03/2009 13:24;Kunai;1200;Selecione;Joelle;Rowayton                    ;CT;True
623;01/07/2009 20:15;01/07/2009 20:15;Shuriken;1200;Selecione;Nicole;Simcoe;Ontario;True
624;01/09/2009 15:58;01/09/2009 15:58;Kunai;1200;Selecione;Alexandria;Lebanon                     ;PA;True
625;01/03/2009 13:11;01/03/2009 13:11;Shuriken;1200;Selecione;Elisabeth;Birkdale;Queensland;True
626;01/10/2009 12:57;01/10/2009 12:57;Shuriken;1200;Selecione;Ann;Brisbane;Queensland;True
627;01/10/2009 14:43;01/10/2009 14:43;Kunai;1200;Selecione;Olga;Strasbourg;Alsace;True
628;01/10/2009 12:05;01/10/2009 12:05;Kunai;1200;Selecione;Courtney;Suchdol;Prague;True
629;01/06/2009 01:20;01/06/2009 01:20;Shuriken;1200;Selecione;stacy;Stuttgart;Baden-Wurttemberg;True
630;01/10/2009 14:56;01/10/2009 14:56;Kunai;1200;Selecione;Saeko ;Warwick                     ;NY;True
631;01/07/2009 10:01;01/07/2009 10:01;Shuriken;1200;Selecione;Antje;Sacramento                  ;CA;True
632;01/01/2009 01:26;01/01/2009 01:26;Shuriken;1200;Selecione;janet;Blarney;Cork;True
633;01/11/2009 02:04;01/11/2009 02:04;Kunai;1200;Selecione;claire ;Ballyneety;Limerick;True
634;01/11/2009 14:17;01/11/2009 14:17;Kunai;1200;Selecione;Nathalie;Haymarket                   ;VA;True
635;01/10/2009 21:38;01/10/2009 21:38;Shuriken;1200;Selecione;Daria;George Town; ;True
636;01/07/2009 06:18;01/07/2009 06:18;Kunai;1200;Selecione;Judith L.;Scottsdale                  ;AZ;True
637;01/05/2009 00:31;01/05/2009 00:31;Shuriken;1200;Selecione;Audinet;Cambridge                   ;MA;True
638;01/02/2009 06:07;01/02/2009 06:07;Shuriken;1200;Selecione;William;Chalfont Saint Peter;England;True
639;01/12/2009 03:25;01/12/2009 03:25;Kunai;1200;Selecione;Tatjana and Martin;Birmingham;England;True
640;01/04/2009 13:56;01/04/2009 13:56;Kunai;1200;Selecione;Scott;Den Haag;Zuid-Holland;True
641;01/12/2009 05:18;01/12/2009 05:18;Shuriken;1200;Selecione;Andree;Newmarket;Cork;True
642;01/08/2009 15:16;01/08/2009 15:16;Kunai;1200;Selecione;Aziz;Irpin';Kiev;True
643;01/11/2009 11:33;01/11/2009 11:33;Shuriken;1200;Selecione;Fernando;Grosseto;Tuscany;True
644;01/07/2009 20:22;01/07/2009 20:22;Shuriken;1200;Selecione;Jo;Pembroke Pines              ;FL;True
645;01/02/2009 22:00;01/02/2009 22:00;Kunai;1200;Selecione;Joern;Waterford;Ontario;True
646;01/05/2009 13:52;01/05/2009 13:52;Kunai;1200;Selecione;Melissa;Chester                     ;CT;True
647;01/08/2009 20:32;01/08/2009 20:32;Shuriken;1200;Selecione;isabela;Reston                      ;VA;True
648;01/08/2009 13:34;01/08/2009 13:34;Kunai;1200;Selecione;Nacole;Milan;Lombardy;True
649;01/11/2009 13:08;01/11/2009 13:08;Shuriken;1200;Selecione;Jennifer;Vancouver;British Columbia;True
650;01/12/2009 19:04;01/12/2009 19:04;Shuriken;1200;Selecione;Mary;Alpharetta                  ;GA;True
651;01/12/2009 13:41;01/12/2009 13:41;Kunai;1200;Selecione;Lisa;Ringgold                    ;GA;True
652;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Selecione;Debora ;Wall                        ;NJ;True
653;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1200;Selecione;Kristen;Los Gatos                   ;CA;True
654;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Selecione;Malinda;Oxford;England;True
655;01/08/2009 13:14;01/08/2009 13:14;Shuriken;1200;Selecione;Sylvia;Alexandria                  ;VA;True
656;01/02/2009 11:41;01/02/2009 11:41;Shuriken;1200;Selecione;Jupiterlina Elika;Rome;Lazio;True
657;01/07/2009 19:50;01/07/2009 19:50;Kunai;1200;Selecione;Aniko;Random Lake                 ;WI;True
658;01/01/2009 20:28;01/01/2009 20:28;Kunai;1200;Selecione;Petra;San Francisco               ;CA;True
659;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Selecione;Heather;Baluan;General Santos;True
660;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Selecione;Kim;Brussels;Brussels (Bruxelles);True
661;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Selecione;Ruby;Bedford Corners             ;NY;True
662;01/02/2009 12:18;01/02/2009 12:18;Shuriken;1200;Selecione;Novy ;Istanbul;Istanbul;True
663;01/03/2009 15:22;01/03/2009 15:22;Kunai;1200;Selecione;Tammy;Milford                     ;ME;True
664;01/06/2009 17:15;01/06/2009 17:15;Kunai;1200;Selecione;Alessandra;Vancouver;British Columbia;True
665;01/03/2009 13:56;01/03/2009 13:56;Shuriken;1200;Selecione;Cathy;Kidderminster;England;True
666;01/04/2009 07:54;01/04/2009 07:54;Kunai;1200;Selecione;dia;Claygate;England;True
667;01/12/2009 07:28;01/12/2009 07:28;Shuriken;1200;Selecione;Lauren;Laasby;Arhus;True
668;01/06/2009 15:15;01/06/2009 15:15;Shuriken;1200;Selecione;Line;Budaors;Pest;True
669;01/03/2009 15:22;01/03/2009 15:22;Kunai;1200;Selecione;Sean;London;England;True
670;01/03/2009 15:22;01/03/2009 15:22;Kunai;1200;Selecione;Sarah;Santo Domingo City;Distrito Nacional;True
671;01/06/2009 21:13;01/06/2009 21:13;Shuriken;1200;Selecione;Brian;Croton On Hudson            ;NY;True
672;01/06/2014 20:48;01/06/2014 20:48;Kunai;1200;Selecione;Lesa;Vespasiano;Minas Gerais;True
673;01/12/2013 19:48;01/12/2013 19:48;Shuriken;1200;Selecione;james;Nashville                   ;TN;True
674;01/06/2013 18:48;01/06/2013 18:48;Shuriken;1200;Selecione;loudon;Ottawa;Ontario;True
675;01/12/2012 17:48;01/12/2012 17:48;Kunai;1200;Selecione;Allison;Naples                      ;FL;True
676;01/06/2012 16:48;01/06/2012 16:48;Kunai;1200;Selecione;Surat;Bridgewater                 ;NJ;True
677;01/12/2011 15:48;01/12/2011 15:48;Shuriken;1200;Selecione;brian;Hagen;Lorraine;True
678;01/06/2011 14:48;01/06/2011 14:48;Kunai;1200;Selecione;Rachel;Taicheng;Guangdong;True
679;01/12/2010 13:48;01/12/2010 13:48;Shuriken;1200;Selecione;Hilde;Groningen;Groningen;True
680;01/06/2010 12:48;01/06/2010 12:48;Shuriken;1200;Selecione;Tarja;Villars;Vaud;True
681;01/12/2009 11:48;01/12/2009 11:48;Kunai;1200;Selecione;Megan;Huntersville                ;NC;True
682;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Selecione;Katharina;Flower Mound                ;TX;True
683;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Selecione;Zaneta ;Rochester                   ;MI;True
684;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Selecione;Jeannette;Dubai;Dubayy;True
685;01/06/2009 07:23;01/06/2009 07:23;Shuriken;1200;Selecione;Cherie;Columbus                    ;OH;True
686;01/01/2009 05:04;01/01/2009 05:04;Shuriken;1200;Selecione;Tracey;Harold's Cross;Dublin;True
687;01/02/2009 06:17;01/02/2009 06:17;Kunai;1200;Selecione;Scott ;Sag Harbor                  ;NY;True
688;01/02/2009 04:53;01/02/2009 04:53;Kunai;1200;Selecione;Frances;San Diego                   ;CA;True
689;01/02/2009 13:08;01/02/2009 13:08;Shuriken;1200;Selecione;Beatrice;Wilmington                  ;DE;True
690;01/03/2009 14:44;01/03/2009 14:44;Kunai;1200;Selecione;Alison;Issaquah                    ;WA;True
691;01/04/2009 20:11;01/04/2009 20:11;Shuriken;1200;Selecione;elaine;Phuket;Phuket;True
692;01/02/2009 20:09;01/02/2009 20:09;Shuriken;1200;Selecione;Chevonne;Athina;Attiki;True
693;01/04/2009 13:17;01/04/2009 13:17;Kunai;1200;Selecione;danielle;Geneve;Geneve;True
694;01/04/2009 14:11;01/04/2009 14:11;Kunai;1200;Selecione;Caroline and Jonathan;Chichester;England;True
695;01/05/2009 02:42;01/05/2009 02:42;Shuriken;1200;Selecione;manuela;Massagno;Ticino;True
696;01/02/2009 09:16;01/02/2009 09:16;Kunai;1200;Selecione;Carole;Cardiff;Wales;True
697;01/02/2009 14:18;01/02/2009 14:18;Shuriken;1200;Selecione;Hollie;San Diego                   ;CA;True
698;01/04/2009 01:05;01/04/2009 01:05;Shuriken;1200;Selecione;mike;La Louviere;Hainaut;True
699;01/05/2009 11:37;01/05/2009 11:37;Kunai;1200;Selecione;Malahat;Minneapolis                 ;MN;True
700;01/02/2009 07:35;01/02/2009 07:35;Kunai;1200;Selecione;Michaela;Mafra;Santa Catarina;True
701;01/06/2009 12:56;01/06/2009 12:56;Shuriken;1200;Selecione;Amy;Ashford;England;True
702;01/01/2009 11:05;01/01/2009 11:05;Kunai;1200;Selecione;Brandi;Edmonton;Alberta;True
703;01/05/2009 04:10;01/05/2009 04:10;Shuriken;1200;Selecione;erin;London;England;True
704;01/06/2009 07:18;01/06/2009 07:18;Shuriken;1200;Selecione;Tracy;Lucca;Tuscany;True
705;01/02/2009 01:11;01/02/2009 01:11;Kunai;1200;Selecione;Polyxene;Perth;Western Australia;True
706;01/01/2009 02:24;01/01/2009 02:24;Kunai;1200;Selecione;Andrea;Calgary;Alberta;True
707;01/07/2009 08:08;01/07/2009 08:08;Shuriken;1200;Selecione;Jessica;Chiefland                   ;FL;True
708;01/02/2009 02:57;01/02/2009 02:57;Kunai;1200;Selecione;David;Stavenger;Rogaland;True
709;01/01/2009 20:21;01/01/2009 20:21;Shuriken;1200;Selecione;Riche Lou;Newton                      ;MA;True
710;01/08/2009 00:42;01/08/2009 00:42;Shuriken;1200;Selecione;Chris;Den Haag;Zuid-Holland;True
711;01/08/2009 03:56;01/08/2009 03:56;Kunai;1200;Selecione;melanie;Santa Barbaraa;Heredia;True
712;01/08/2009 03:16;01/08/2009 03:16;Kunai;1200;Selecione;beatrice;Churra;Murcia;True
713;01/08/2009 01:59;01/08/2009 01:59;Shuriken;1200;Selecione;lorna;Castle Rock                 ;CO;True
714;01/03/2009 09:03;01/03/2009 09:03;Kunai;1200;Selecione;Tary;Zug;Zug;True
715;01/05/2009 13:17;01/05/2009 13:17;Shuriken;1200;Selecione;Julie ;Ashford;England;True
716;01/06/2009 07:46;01/06/2009 07:46;Shuriken;1200;Selecione;Julie ;Rockville                   ;MD;True
717;01/08/2009 16:24;01/08/2009 16:24;Kunai;1200;Selecione;Jerome;Madrid;Madrid;True
718;01/09/2009 06:39;01/09/2009 06:39;Kunai;1200;Selecione;Laleh;Aasgaardstrand;Vestfold;True
719;01/07/2009 07:44;01/07/2009 07:44;Shuriken;1200;Selecione;Michael;Milano;Lombardy;True
720;01/03/2009 13:24;01/03/2009 13:24;Kunai;1200;Selecione;Kerry;Anieres;Geneve;True
721;01/07/2009 20:15;01/07/2009 20:15;Shuriken;1200;Selecione;Veronique;Fresno                      ;TX;True
722;01/09/2009 15:58;01/09/2009 15:58;Shuriken;1200;Selecione;Sarah;Warwick;Quebec;True
723;01/03/2009 13:11;01/03/2009 13:11;Kunai;1200;Selecione;Simone;Watford;England;True
724;01/10/2009 12:57;01/10/2009 12:57;Kunai;1200;Selecione;Jackie;Waterford;Waterford;True
725;01/10/2009 14:43;01/10/2009 14:43;Shuriken;1200;Selecione;giovanna;Pruszkow;Mazowieckie;True
726;01/10/2009 12:05;01/10/2009 12:05;Kunai;1200;Selecione;Elizabeth;Hamilton;Hamilton;True
727;01/06/2009 01:20;01/06/2009 01:20;Shuriken;1200;Selecione;Maki;Montgomery                  ;TX;True
728;01/10/2009 14:56;01/10/2009 14:56;Shuriken;1200;Selecione;Anjan;Tokyo;Tokyo;True
729;01/07/2009 10:01;01/07/2009 10:01;Kunai;1200;Selecione;Sarah;Manteno                     ;IL;True
730;01/01/2009 01:26;01/01/2009 01:26;Kunai;1200;Selecione;Niamh;Benoni;Gauteng;True
731;01/11/2009 02:04;01/11/2009 02:04;Shuriken;1200;Selecione;Elaine;Tranby;Buskerud;True
732;01/11/2009 14:17;01/11/2009 14:17;Kunai;1200;Selecione;Elizabeth;Cork;Cork;True
733;01/10/2009 21:38;01/10/2009 21:38;Shuriken;1200;Selecione;Sara;Fort Lauderdale             ;FL;True
734;01/07/2009 06:18;01/07/2009 06:18;Shuriken;1200;Selecione;Kenneth;Arlington                   ;VA;True
735;01/05/2009 00:31;01/05/2009 00:31;Kunai;1200;Selecione;Fiona;Lake Ronkonkoma;NY;True
736;01/02/2009 06:07;01/02/2009 06:07;Kunai;1200;Selecione;Christian;Alexandria                  ;VA;True
737;01/12/2009 03:25;01/12/2009 03:25;Shuriken;1200;Selecione;jure;Lipari;Sicilia;True
738;01/04/2009 13:56;01/04/2009 13:56;Kunai;1200;Selecione;Elizabeth ;Bluffton                    ;SC;True
739;01/12/2009 05:18;01/12/2009 05:18;Shuriken;1200;Selecione;Juliann;Winter Spgs                 ;FL;True
740;01/08/2009 15:16;01/08/2009 15:16;Shuriken;1200;Selecione;Julie ;Chelmsford                  ;MA;True
741;01/11/2009 11:33;01/11/2009 11:33;Kunai;1200;Selecione;philippa katherine;Cabinteely;Dublin;True
742;01/07/2009 20:22;01/07/2009 20:22;Kunai;1200;Selecione;matthew;Cincinnati                  ;OH;True
743;01/02/2009 22:00;01/02/2009 22:00;Shuriken;1200;Selecione;Steven;Houston                     ;TX;True
744;01/05/2009 13:52;01/05/2009 13:52;Kunai;1200;Selecione;Angie;Rodeo                       ;CA;True
745;01/08/2009 20:32;01/08/2009 20:32;Shuriken;1200;Selecione;Lauren;Poughkeepsie                ;NY;True
